churned,gender,is_returning,permission_upgraded,permission_withdrawn,dominant_category,age_at_order,account_active_days,previous_subscriptions,previous_campaigns,avg_scroll,page_views,days_with_activity,newsletter_growth,pages_on_restricted
0,0,1,0,0,indland,57.2,1443,2,1,0.35174880763116056,629,30,2,0.314785373608903
1,1,0,0,1,international,76.8958904109589,65,0,0,0.396,125,16,0,0.368
1,1,0,0,0,indland,34.895890410958906,306,0,0,0.3333333333333333,6,2,0,0.3333333333333333
1,0,1,0,0,international,48.104109589041094,167,3,1,0.4337121212121212,132,21,0,0.4015151515151515
1,0,1,0,0,indland,70.94794520547946,596,9,6,0.27941176470588236,17,5,0,0.11764705882352941
0,0,0,0,0,international,53.81095890410959,376,0,0,0.22394136807817588,307,25,0,0.2768729641693811
1,0,0,1,0,international,80.82191780821918,75,0,0,0.3973404255319149,470,31,0,0.274468085106383
1,1,0,1,0,indland,54.43013698630137,62,0,0,0.5,25,14,2,0.32
0,0,1,0,0,other,76.95616438356164,2109,1,0,0.3493243243243243,106,17,0,0.3076923076923077
0,0,0,0,0,international,64.87945205479453,371,0,0,0.2897196261682243,856,31,0,0.2371495327102804
1,0,1,0,0,other,80.28767123287672,1212,4,3,0.2808022922636103,349,24,0,0.2836676217765043
1,0,1,0,0,international,61.66301369863014,1812,19,9,0.3301569506726457,892,30,0,0.2533632286995516
1,0,1,1,0,biler,64.0931506849315,864,6,6,0.75,2,2,0,0.5
1,0,1,0,0,international,44.92054794520548,525,3,2,0.26716141001855287,539,31,0,0.2560296846011132
1,1,1,1,0,international,82.72328767123288,329,7,1,0.4067741935483871,775,30,0,0.29161290322580646
1,1,0,0,0,international,66.97534246575343,275,0,0,0.30741469816272965,762,31,0,0.34908136482939633
1,0,1,1,0,international,64.86849315068493,1285,9,4,0.3508771929824561,798,31,0,0.2794486215538847
1,1,0,0,0,other,19.81095890410959,153,0,0,0.6,5,1,0,0.4
1,0,1,0,0,international,31.471232876712328,411,1,1,0.4041970802919708,274,21,0,0.28102189781021897
1,1,0,0,0,indland,56.67123287671233,92,0,0,0.25,4,1,0,0.25
0,0,1,1,0,other,54.90958904109589,854,5,3,0.36932707355242567,639,31,0,0.3161189358372457
1,1,1,1,0,indland,60.9041095890411,1059,6,4,0.22647058823529412,255,19,0,0.32941176470588235
1,0,1,0,0,international,58.364383561643834,229,12,3,0.26861702127659576,188,15,-1,0.19680851063829788
0,1,0,0,0,indland,32.583561643835615,380,0,0,0.5808823529411765,34,14,0,0.5882352941176471
1,0,0,0,0,erhverv,48.83013698630137,81,0,0,1,1,1,0,0
0,1,1,1,0,indland,52.50684931506849,537,2,1,0.3882978723404255,141,24,0,0.3333333333333333
1,1,0,0,0,indland,60.446575342465756,291,0,0,0.2578740157480315,127,20,0,0.47244094488188976
1,0,1,1,0,international,75.03287671232877,186,6,2,0.4815436241610738,149,17,2,0.3959731543624161
1,0,1,1,0,international,71.92602739726027,820,7,7,0.22578534031413613,382,31,0,0.2486910994764398
1,1,0,0,0,indland,25.517808219178082,92,0,0,0.75,6,3,0,0.3333333333333333
1,0,1,0,0,indland,50.8054794520548,1336,17,10,0.5272988505747126,174,19,0,0.4425287356321839
1,1,1,1,0,international,50.75068493150685,250,3,2,0.29336086404066075,1574,31,0,0.21473951715374842
1,0,0,0,0,indland,63.13972602739726,61,0,0,0.2874251497005988,167,7,0,0.2275449101796407
1,0,1,1,0,international,75.66301369863014,579,3,2,0.26423877327491785,913,31,0,0.2343921139101862
0,0,0,0,1,international,75.15342465753425,388,0,0,0.3889811738648948,903,30,0,0.3211517165005537
0,1,0,0,0,other,62.016438356164386,390,0,0,0.1396103896103896,308,31,0,0.11363636363636363
1,1,0,0,0,other,47.51780821917808,92,0,0,0.17857142857142858,7,3,0,0
1,1,0,0,0,other,19.202739726027396,61,0,0,0.5833333333333334,6,2,0,0.3333333333333333
1,0,1,1,0,other,32.487671232876714,383,3,3,0.2363013698630137,73,17,0,0.3013698630136986
1,1,0,0,0,indland,33.33150684931507,153,0,0,0.625,4,1,0,0.25
1,1,1,0,0,international,80.16438356164383,422,6,1,0.578125,224,29,1,0.5803571428571429
1,0,1,1,0,international,58,206,5,4,0.44662921348314605,89,20,0,0.651685393258427
1,0,1,1,0,international,42.632876712328766,98,2,0,0.3559928443649374,559,31,0,0.25402504472271914
1,0,0,0,0,international,75.01095890410959,61,0,0,0.18264248704663213,193,31,0,0.21243523316062177
1,1,0,0,0,indland,56.71232876712329,214,0,0,0.2734375,96,19,0,0.20833333333333334
1,0,1,1,0,international,73.07945205479452,422,8,4,0.4581005586592179,179,16,0,0.4022346368715084
1,1,1,1,0,international,69.75616438356164,221,2,1,0.5073529411764706,34,10,-1,0.38235294117647056
1,0,0,0,0,other,32.86027397260274,92,0,0,0,1,1,0,0
1,0,1,1,0,international,64.56986301369864,1738,14,7,0.33759590792838873,391,24,0,0.27877237851662406
1,0,1,1,0,international,59.172602739726024,1225,5,3,0.31048387096774194,434,31,0,0.2695852534562212
0,0,1,1,0,international,89.64109589041095,1777,1,0,0.22145061728395063,648,31,0,0.23765432098765432
1,0,1,0,0,international,71.147945205479445,1362,11,8,0.28092006033182504,663,31,0,0.26244343891402716
1,1,1,0,0,indland,64.25479452054795,92,1,1,0.3561046511627907,172,28,0,0.3430232558139535
0,0,0,0,0,international,68.11780821917809,362,0,0,0.43103448275862066,58,8,0,0.39655172413793105
1,1,0,0,0,indland,37.701369863013696,61,0,0,0.3333333333333333,144,22,0,0.3263888888888889
1,1,0,0,0,other,29.18904109589041,61,0,0,0.5071428571428571,35,6,0,0.4857142857142857
1,1,1,1,0,international,54.534246575342465,918,2,2,0.33507853403141363,191,20,0,0.4397905759162304
1,1,1,0,0,biler,0.024657534246575342,245,1,1,0.33766233766233766,77,8,0,0.2857142857142857
1,0,0,0,0,erhverv,52.728767123287675,122,0,0,0.3224852071005917,169,17,0,0.40236686390532544
1,1,0,0,0,international,69.65479452054795,198,0,0,0.75,3,1,0,0.3333333333333333
1,0,0,0,0,biler,44.85753424657534,214,0,0,0.4,20,2,0,0.4
1,0,1,1,0,indland,59.558904109589044,779,3,3,0.2619047619047619,63,17,0,0.25396825396825395
1,0,0,0,0,erhverv,37.679452054794524,61,0,0,0.2883771929824561,228,26,0,0.2236842105263158
1,1,0,0,1,other,54.18082191780822,61,0,0,0.6923076923076923,13,4,0,0.46153846153846156
1,0,1,1,0,biler,58.87397260273973,1265,26,11,0.27190721649484534,582,31,-1,0.24570446735395188
0,0,1,0,0,international,58.98082191780822,1269,3,3,0.33520900321543406,622,31,0,0.2797427652733119
1,0,0,0,0,other,71.43561643835616,184,0,0,0.6666666666666666,3,1,0,0.6666666666666666
1,0,0,0,0,indland,19.372602739726027,61,0,0,0.6388888888888888,18,5,0,0.6666666666666666
1,1,0,0,0,indland,94.18082191780822,368,0,0,0.2036082474226804,194,29,0,0.28865979381443296
1,0,0,0,0,other,51.69041095890411,61,0,0,0.237012987012987,77,20,0,0.2597402597402597
1,0,0,0,0,international,61.05205479452055,61,0,0,0.28244722439405784,1279,24,0,0.23534010946051603
1,0,1,1,0,international,58.38356164383562,341,3,2,0.29776422764227645,246,27,0,0.25203252032520324
1,0,1,0,0,other,50.846575342465755,528,6,3,0.3493243243243243,106,17,0,0.3076923076923077
1,0,0,0,0,indland,30.876712328767123,61,0,0,0.39285714285714285,7,5,0,0.42857142857142855
1,0,1,0,0,indland,52.78630136986301,594,6,5,0.4914448669201521,263,30,0,0.39923954372623577
1,0,1,0,0,biler,43.73972602739726,388,3,2,0.4625,80,20,0,0.35
1,1,1,0,0,international,51.52602739726027,144,1,1,0.3362962962962963,675,31,0,0.2696296296296296
1,0,0,0,0,biler,34.9041095890411,98,0,0,0.26344086021505375,93,10,0,0.3118279569892473
1,0,1,1,0,international,73.51780821917808,814,1,1,0.39473684210526316,57,5,0,0.2982456140350877
1,0,0,0,0,international,44.868493150684934,184,0,0,0.31009615384615385,104,22,0,0.3269230769230769
1,0,0,0,0,international,64.33698630136986,153,0,0,0.5114840989399293,283,27,0,0.35335689045936397
1,0,1,1,0,international,61.12876712328767,190,6,3,0.4330357142857143,112,19,0,0.4017857142857143
1,1,0,0,0,other,30.753424657534246,122,0,0,0.375,4,1,0,0.25
1,1,0,0,0,other,58.43287671232877,275,0,0,0.47098214285714285,112,21,0,0.42857142857142855
0,0,1,0,0,international,60.345205479452055,2218,2,1,0.7954545454545454,66,19,1,0.5909090909090909
1,0,1,1,0,international,34.347945205479455,336,2,2,0.4,5,1,0,0.2
1,0,1,0,0,international,64.77260273972603,1357,1,0,0.25200400801603207,998,31,0,0.2605210420841683
0,0,1,1,0,international,52.28767123287671,1572,8,3,0.28709428129829984,647,31,0,0.3075734157650695
1,0,1,1,0,international,84.06301369863014,190,3,0,0.46416938110749184,307,29,0,0.2899022801302932
1,1,0,0,0,indland,20.895890410958906,232,0,0,0.25,4,2,0,0.5
1,0,0,0,0,international,81.2986301369863,304,0,0,0.7827586206896552,290,24,0,0.5689655172413793
1,0,1,0,0,other,64.93972602739726,540,3,2,0.3493243243243243,106,17,0,0.3076923076923077
1,0,1,0,0,other,61.12602739726027,1210,3,1,0.16826923076923078,468,29,0,0.24358974358974358
1,0,1,1,0,international,68.44383561643835,442,9,6,0.3597560975609756,41,8,0,0.34146341463414637
1,0,0,0,1,international,66.21369863013699,245,0,0,0.5649038461538461,104,18,0,0.4230769230769231
1,0,0,0,0,international,66.22465753424657,163,0,0,0.28558052434456926,267,29,0,0.27340823970037453
1,0,1,1,0,international,69.26301369863013,567,3,2,0.16666666666666666,30,3,0,0.13333333333333333
0,0,0,0,0,international,48.12328767123287,384,0,0,0.34375,456,30,0,0.3574561403508772
1,1,1,0,0,indland,63.25753424657534,311,15,3,0.5542857142857143,175,27,1,0.5142857142857142
1,0,0,0,0,international,76.59452054794521,61,0,0,0.14870689655172414,116,22,0,0.2672413793103448
1,0,1,1,0,indland,80.52602739726028,284,4,0,0.375,396,31,0,0.2702020202020202
1,0,1,0,0,international,59.172602739726024,185,5,0,0.4604051565377532,543,23,2,0.4714548802946593
1,0,1,0,0,international,67.83835616438355,1180,2,1,0.6923076923076923,13,5,0,0.46153846153846156
1,1,0,0,0,indland,68.4931506849315,61,0,0,1,2,1,0,1
1,0,1,1,0,other,80.57534246575342,712,8,1,0.35406091370558374,394,31,0,0.4137055837563452
1,0,1,1,0,international,58.73972602739726,955,9,6,0.24402866242038215,628,31,0,0.24681528662420382
0,0,0,1,0,other,72.73150684931507,379,0,0,0.3033033033033033,1332,31,1,0.3551051051051051
0,0,1,0,0,other,36.94794520547945,492,2,1,0.40625,8,3,0,0.25
1,0,0,0,0,erhverv,72.55890410958904,61,0,0,0.5833333333333334,6,3,0,0.6666666666666666
1,0,1,0,0,international,48.11780821917808,466,1,1,0.33695652173913043,483,29,0,0.34368530020703936
1,1,0,0,0,indland,62.81917808219178,61,0,0,0.29584120982986767,529,31,0,0.23251417769376181
0,0,0,1,0,indland,64.74520547945205,383,0,0,0.26207729468599034,207,31,0,0.21256038647342995
1,0,0,0,1,international,44.81095890410959,92,0,0,0.575,20,2,0,0.35
1,0,1,0,1,international,92.48219178082192,287,2,2,0.578125,96,29,0,0.3958333333333333
1,0,1,1,0,indland,89.33150684931506,1743,8,1,0.25,5,2,20,0.8
1,0,1,0,0,erhverv,59.98082191780822,1537,9,4,0.5,10,2,0,0.5
1,0,0,0,0,other,31.673972602739727,61,0,0,0.3493243243243243,106,17,0,0.3076923076923077
1,0,1,0,0,indland,73.65753424657534,448,22,4,0.4451754385964912,114,23,0,0.30701754385964913
0,1,1,0,0,other,74.89315068493151,605,5,3,0.007462686567164179,67,19,0,0.2537313432835821
0,0,1,1,0,indland,68.67945205479452,1039,5,2,0.1837686567164179,268,27,0,0.2462686567164179
0,0,0,0,0,international,52.63835616438356,389,0,0,0.29264214046822745,299,30,0,0.17391304347826086
1,1,0,0,0,other,69.9945205479452,149,0,0,0.3493243243243243,106,17,0,0.3076923076923077
1,1,0,0,0,other,30.90684931506849,61,0,0,0.2894736842105263,19,3,0,0.42105263157894735
0,0,1,0,0,international,50.821917808219176,571,2,1,0.08333333333333333,3,1,0,0.6666666666666666
1,0,1,0,0,biler,43.48219178082192,1216,17,9,0.2796610169491525,118,10,0,0.2711864406779661
1,0,1,0,0,international,77.54794520547945,616,8,3,0.5,9,3,0,0.2222222222222222
1,1,0,0,0,other,53.87671232876713,61,0,0,0.625,2,1,0,0.5
1,0,1,1,0,other,81.03835616438356,507,14,7,0.2833333333333333,45,8,0,0.3111111111111111
0,0,0,1,0,international,48.706849315068496,373,0,0,0.3283208020050125,399,27,0,0.2957393483709273
1,0,1,1,0,indland,72.75616438356164,480,21,11,0.375,34,13,0,0.5294117647058824
1,0,1,0,0,international,60.81643835616438,355,1,0,0.32196969696969696,66,9,0,0.24242424242424243
1,0,1,1,0,international,57.827397260273976,1602,5,3,0.26614481409001955,511,31,0,0.23874755381604695
1,0,0,0,0,other,53.14794520547945,362,0,0,0,2,1,0,0
1,1,0,0,0,indland,54.706849315068496,275,0,0,0.24,50,11,0,0.28
1,1,1,0,0,indland,59.37260273972603,905,8,7,0.29848484848484846,825,31,0,0.22181818181818183
1,0,1,0,0,indland,68.02191780821917,1872,17,8,0.26666666666666666,15,5,0,0.3333333333333333
1,1,1,0,0,international,57.054794520547944,89,1,0,0.4547970479704797,271,25,0,0.47601476014760147
1,0,1,0,0,international,73.42739726027398,1275,4,3,0.30368098159509205,163,26,0,0.3006134969325153
1,0,0,0,0,indland,51.347945205479455,92,0,0,0.3333333333333333,3,1,0,0.3333333333333333
1,1,0,0,0,other,61.326027397260276,61,0,0,0,1,1,0,0
1,0,1,0,0,other,50.49315068493151,396,1,0,0.32750301568154405,829,31,0,0.27020506634499397
0,1,1,0,0,international,76.21369863013699,657,3,1,0.48011363636363635,88,16,0,0.4431818181818182
1,0,1,0,0,indland,58.010958904109586,1095,10,10,0.7100409836065574,244,24,0,0.4426229508196721
1,1,0,1,0,indland,58.983561643835614,78,0,0,0.7261904761904762,21,4,0,0.5238095238095238
1,1,0,0,0,indland,77.47945205479452,61,0,0,0.6287878787878788,33,6,0,0.36363636363636365
1,0,0,0,0,international,48.586301369863016,122,0,0,0.2610294117647059,68,12,0,0.3382352941176471
1,1,0,0,0,indland,52.66301369863014,61,0,0,0.8055555555555556,9,7,0,0.5555555555555556
1,0,1,1,0,indland,71.22191780821917,239,4,1,0.19284467713787085,573,31,0,0.16404886561954624
1,1,1,0,0,other,46.534246575342465,550,1,1,0.3888888888888889,9,2,0,0.4444444444444444
0,0,1,0,0,erhverv,74.83561643835617,1521,23,7,0.3235294117647059,17,4,0,0.17647058823529413
1,0,0,0,0,indland,63.92328767123288,61,0,0,0.3667763157894737,152,22,0,0.4144736842105263
1,0,1,0,0,other,84.48493150684932,1423,12,2,0.23174157303370788,534,31,0,0.25842696629213485
1,1,1,0,0,other,70.852054794520555,292,1,1,0.3493243243243243,106,17,0,0.3076923076923077
0,0,1,1,0,international,72.58904109589041,2012,1,0,0.25,1,1,0,1
1,1,1,1,0,indland,45.41917808219178,544,3,3,0.7083333333333334,6,2,0,0.6666666666666666
1,0,0,0,0,indland,40.76986301369863,167,0,0,0.4673913043478261,23,6,0,0.34782608695652173
1,0,0,0,0,other,64.87123287671233,61,0,0,0.29876160990712075,323,23,0,0.2260061919504644
1,0,0,0,0,erhverv,53.0958904109589,61,0,0,0.65,5,2,0,0.4
1,0,1,0,0,international,71.04657534246576,462,1,1,0.1987295825771325,551,27,0,0.279491833030853
1,0,1,0,0,international,43.224657534246575,458,2,2,0.22972972972972974,74,15,0,0.28378378378378377
1,0,1,0,0,international,40.93972602739726,1580,5,2,0.3238341968911917,193,29,0,0.2694300518134715
1,1,0,1,0,indland,53.54520547945206,257,0,0,0.4642857142857143,14,7,0,0.2857142857142857
1,0,0,0,0,biler,47.42465753424658,245,0,0,0.3197852760736196,326,29,0,0.24846625766871167
1,0,1,0,0,indland,55.797260273972604,191,3,1,0.43635531135531136,546,30,0,0.32783882783882784
1,1,0,0,0,other,46.1972602739726,61,0,0,0.5588235294117647,17,5,0,0.47058823529411764
0,0,1,0,0,biler,31.616438356164384,566,3,1,0.16203703703703703,324,22,0,0.1728395061728395
0,0,1,0,1,international,79.05479452054794,1807,13,4,0.2447089947089947,756,31,0,0.19973544973544974
1,1,0,0,0,other,66.36986301369863,61,0,0,0.6666666666666666,3,1,0,0
1,0,0,0,0,erhverv,73.68493150684931,333,0,0,0.5833333333333334,3,2,0,0
1,1,1,1,0,indland,47.47671232876712,225,2,1,0.38142857142857145,175,27,0,0.2857142857142857
1,1,1,0,0,indland,54.843835616438355,159,2,2,0.5833333333333334,21,12,0,0.6666666666666666
1,0,0,0,0,international,89.27397260273973,172,0,0,0.3125,4,2,0,0.25
1,1,1,0,0,international,75.66027397260274,497,3,0,0.21428571428571427,7,5,0,0.2857142857142857
1,1,0,0,0,other,75.38356164383562,153,0,0,0.4494047619047619,168,15,0,0.36904761904761907
1,1,0,0,0,indland,23.38082191780822,184,0,0,0.6666666666666666,9,4,0,0.3333333333333333
1,1,0,0,0,indland,48.31780821917808,365,0,0,0.2976190476190476,42,8,0,0.2619047619047619
1,0,1,0,0,indland,47.73424657534247,369,1,1,0.3063973063973064,297,27,0,0.2828282828282828
1,0,0,1,0,indland,60.863013698630134,99,0,0,0.65,20,8,1,0.3
1,0,0,0,0,other,30.665753424657535,64,0,0,0.3493243243243243,106,17,0,0.3076923076923077
0,0,1,0,0,erhverv,82.01643835616439,419,5,1,0.4152542372881356,59,18,0,0.3559322033898305
0,0,1,0,0,international,85.6986301369863,690,3,1,0.55,10,2,0,0.7
1,0,1,1,0,other,77.4876712328767,762,7,3,0.3493243243243243,106,17,0,0.3076923076923077
1,0,1,1,0,international,59.33698630136986,420,5,4,0.1797029702970297,505,31,0,0.21584158415841584
1,0,1,1,0,biler,56.443835616438356,615,11,8,0.3897058823529412,34,10,1,0.4411764705882353
1,0,0,0,0,indland,73.5013698630137,61,0,0,0.42717391304347824,230,29,0,0.34347826086956523
1,0,1,1,0,international,69.79178082191781,622,1,1,0.24324324324324326,222,20,0,0.1981981981981982
1,1,1,1,0,other,25.46027397260274,276,1,1,0.3493243243243243,106,17,0,0.3076923076923077
1,1,0,1,0,other,61.68493150684932,120,0,0,0.375,12,2,0,0.75
0,0,1,0,0,international,69.74520547945205,383,2,0,0.4112903225806452,93,11,0,0.27956989247311825
1,1,1,1,0,international,63.087671232876716,68,1,1,0.5333333333333333,75,25,0,0.5466666666666666
1,0,1,1,0,international,51.12328767123287,1047,2,1,0.29958677685950413,363,30,0,0.36363636363636365
1,0,1,1,0,indland,57.52876712328767,400,2,0,0.27044392523364486,1284,31,0,0.3029595015576324
1,0,1,0,0,indland,68.98082191780821,693,4,3,0.28972303206997085,686,31,0,0.3032069970845481
1,0,1,1,0,biler,70.5068493150685,739,4,2,0.39827586206896554,145,31,0,0.2689655172413793
1,0,1,0,0,international,72.37808219178082,1210,26,9,0.27395833333333336,960,31,0,0.290625
1,0,1,1,0,other,54.67123287671233,676,1,1,0.3493243243243243,106,17,0,0.3076923076923077
1,1,0,0,0,international,51.57260273972603,61,0,0,0.4583333333333333,30,5,0,0.5333333333333333
1,0,1,0,0,international,69.41917808219178,913,5,4,0.34831460674157305,89,20,0,0.3595505617977528
1,0,0,0,0,other,28.63013698630137,61,0,0,0.25,4,1,0,0.25
1,0,1,0,0,international,73.2,198,3,2,0.5,2,1,0,0
0,1,1,1,0,other,85.9068493150685,1673,10,6,0.25,2,1,0,0
1,0,0,0,0,indland,86.43561643835616,61,0,0,0.29545454545454547,22,3,0,0.3181818181818182
1,0,0,1,0,international,72.71232876712328,306,0,0,0.4701492537313433,134,20,1,0.47761194029850745
1,0,1,0,0,international,53.88767123287671,229,1,0,0.2844650205761317,486,31,0,0.2962962962962963
1,1,1,0,0,international,75.4876712328767,1258,10,9,0.5948275862068966,29,3,0,0.5517241379310345
1,0,0,0,0,international,23.493150684931507,61,0,0,0.2702922077922078,308,30,0,0.2824675324675325
1,0,0,0,0,other,63.087671232876716,61,0,0,1,2,1,0,0.5
1,0,0,0,0,indland,39.68493150684932,306,0,0,0.325,10,2,0,0.2
1,0,1,0,0,international,50.73972602739726,184,1,0,0.2189748201438849,556,27,0,0.26798561151079137
1,0,1,0,0,international,77.67945205479452,903,6,5,0.31864406779661014,295,28,0,0.36271186440677966
1,1,0,0,0,other,40.63835616438356,61,0,0,0.32142857142857145,7,3,0,0.42857142857142855
1,0,1,1,0,indland,40.26575342465753,1952,12,8,0.5291095890410958,584,30,-1,0.4006849315068493
1,0,1,1,0,international,74.71506849315068,409,3,3,0.25989208633093525,278,15,0,0.27697841726618705
1,0,1,1,0,indland,59.04931506849315,181,2,0,0.7774725274725275,91,20,0,0.5604395604395604
1,1,1,0,0,other,66.5013698630137,208,2,1,0.4166666666666667,6,2,0,0.6666666666666666
1,0,1,0,0,indland,65.18904109589042,1602,1,0,0.375,6,1,0,0.6666666666666666
1,0,1,1,0,international,54.90684931506849,540,5,3,0.3871951219512195,328,29,0,0.25
1,0,1,0,0,international,48.06027397260274,616,5,4,0.3493243243243243,370,31,0,0.24054054054054055
1,1,1,0,0,erhverv,78.08767123287672,450,5,3,0.75,4,1,0,0.25
1,1,0,0,0,other,46.673972602739724,61,0,0,0.3333333333333333,6,2,0,0.3333333333333333
1,1,0,0,0,other,64.51780821917808,61,0,0,0.27734375,64,8,0,0.234375
1,1,0,0,0,other,58.21369863013699,61,0,0,0.3493243243243243,106,17,0,0.3076923076923077
1,1,1,0,0,indland,53.8,73,1,0,0.4142857142857143,70,9,0,0.3
0,0,1,1,0,indland,68.89315068493151,1091,11,6,0.2608695652173913,161,27,0,0.2919254658385093
0,0,1,1,0,indland,50.88767123287671,418,6,1,0.2818725099601594,251,24,0,0.32669322709163345
0,0,1,1,0,other,65.14520547945206,389,1,0,0.23648648648648649,111,25,0,0.17117117117117117
1,0,0,0,0,indland,46.0986301369863,61,0,0,0.3,85,15,0,0.29411764705882354
1,1,1,0,0,international,55.673972602739724,173,2,1,0.2924791086350975,718,31,0,0.3147632311977716
1,1,1,0,0,international,74.6986301369863,280,1,0,0.27941176470588236,17,8,0,0.47058823529411764
0,0,0,0,0,international,62.01917808219178,386,0,0,0.22514450867052024,865,31,0,0.2635838150289017
1,0,0,0,0,indland,55.45753424657534,375,0,0,0.6,40,6,1,0.575
1,0,1,1,0,international,25.19178082191781,630,6,2,0.29820415879017015,529,31,0,0.2627599243856333
1,0,1,1,0,international,59.68219178082192,528,3,1,0.3313953488372093,387,29,0,0.2971576227390181
1,1,0,1,0,indland,28.997260273972604,184,0,0,0.28683035714285715,224,29,0,0.29464285714285715
0,0,1,1,0,international,75.35890410958905,1318,2,0,0.4336734693877551,147,9,1,0.36054421768707484
1,0,0,0,0,indland,66.71232876712328,61,0,0,0.4,5,4,0,0.4
0,0,0,0,0,indland,65.4931506849315,383,0,0,0.5833333333333334,6,3,0,0.3333333333333333
1,0,1,1,0,international,58.64383561643836,790,4,4,0.577922077922078,77,15,0,0.4025974025974026
1,0,1,0,0,international,62.75342465753425,1028,6,3,0.19744318181818182,352,31,0,0.22443181818181818
1,0,1,0,0,international,66.0027397260274,437,2,2,0.4891304347826087,46,15,0,0.391304347826087
1,0,1,0,0,international,82.24657534246575,1031,13,7,0.29314720812182743,197,23,1,0.3248730964467005
1,0,1,0,0,international,66.31232876712329,283,4,0,0.36071932299012693,709,30,0,0.2820874471086037
